"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"IN0880405","PUCCHO","137.96","283"
"IN0193215","MEIJI","155.74","206"
"IN0275409","MEIJI","103.57","137"
"IN0744253","MEIJI","343.98","455"
"IN0135586","MEIJI","353.81","468"
"IN0515897","PUCCHO","178.91","367"
"IN0785182","MEIJI","169.34","224"
"IN0953564","POCKY","7.11","171"
"IN0354521","POCKY","11.15","268"
"IN0906749","MEIJI","139.1","184"
"IN0440999","PUCCHO","237.9","488"
"IN0797030","POCKY","3.7","89"
"IN0784301","PUCCHO","157.95","324"
"IN0985718","POCKY","12.36","297"
"IN0081622","POCKY","8.61","207"
"IN0545601","MEIJI","98.28","130"
"IN0877363","POCKY","4.49","108"
"IN0925076","PUCCHO","34.12","70"
"IN0449062","PUCCHO","56.55","116"
"IN0822266","PUCCHO","230.59","473"
"IN0321756","POCKY","8.82","212"
"IN0678429","PUCCHO","11.21","23"
"IN0044447","MEIJI","15.88","21"
"IN0217496","PUCCHO","193.54","397"
"IN0248952","PUCCHO","234.97","482"
"IN0799807","MEIJI","171.61","227"
"IN0432626","PUCCHO","128.21","263"
"IN0199888","PUCCHO","118.46","243"
"IN0141141","PUCCHO","97.99","201"
"IN0281948","PUCCHO","2.44","5"
"IN0324388","PUCCHO","215.47","442"
"IN0529520","MEIJI","172.37","228"
"IN0072631","MEIJI","3.78","5"
"IN0825740","POCKY","15.27","367"
"IN0363567","POCKY","12.27","295"
"IN0189009","MEIJI","371.2","491"
"IN0883992","MEIJI","249.48","330"
"IN0489989","POCKY","14.19","341"
"IN0767069","PUCCHO","184.28","378"
"IN0867748","POCKY","6.91","166"
"IN0103738","POCKY","20.09","483"
"IN0433769","POCKY","5.74","138"
"IN0321275","MEIJI","192.78","255"
"IN0498784","MEIJI","152.71","202"
"IN0357179","MEIJI","58.21","77"
"IN0156282","MEIJI","116.42","154"
"IN0403096","PUCCHO","88.24","181"
"IN0992371","POCKY","16.72","402"
"IN0857070","POCKY","12.06","290"
"IN0616384","POCKY","3.62","87"
"IN0652936","MEIJI","232.09","307"
"IN0977979","MEIJI","227.56","301"
"IN0909026","MEIJI","113.4","150"
"IN0986154","MEIJI","174.64","231"
"IN0453705","MEIJI","6.8","9"
"IN0084737","POCKY","0.96","23"
"IN0397406","POCKY","2.04","49"
"IN0680001","MEIJI","266.11","352"
"IN0155669","POCKY","7.32","176"
"IN0596084","MEIJI","4.54","6"
"IN0827662","MEIJI","232.09","307"
"IN0906749","MEIJI","27.22","36"
"IN0678553","POCKY","17.01","409"
"IN0365419","PUCCHO","230.59","473"
"IN0157419","PUCCHO","47.77","98"
"IN0481167","PUCCHO","223.76","459"
"IN0151846","PUCCHO","29.25","60"
"IN0721702","POCKY","15.39","370"
"IN0868036","MEIJI","130.03","172"
"IN0209009","POCKY","19.18","461"
"IN0742952","MEIJI","58.21","77"
"IN0954621","PUCCHO","128.21","263"
"IN0393906","PUCCHO","60.45","124"
"IN0294928","POCKY","17.72","426"
"IN0509475","POCKY","12.44","299"
"IN0186715","PUCCHO","64.84","133"
"IN0921658","PUCCHO","11.7","24"
"IN0449098","MEIJI","269.14","356"
"IN0124081","PUCCHO","179.4","368"
"IN0683186","POCKY","6.07","146"
"IN0403482","PUCCHO","83.36","171"
"IN0753504","PUCCHO","213.53","438"
"IN0668026","PUCCHO","62.89","129"
"IN0409096","MEIJI","163.3","216"
"IN0610792","MEIJI","178.42","236"
"IN0851285","POCKY","3.7","89"
"IN0558900","PUCCHO","3.9","8"
"IN0345728","POCKY","19.72","474"
"IN0450810","PUCCHO","163.31","335"
"IN0119286","POCKY","1.79","43"
"IN0296994","POCKY","7.53","181"
"IN0097856","POCKY","1.5","36"
"IN0431838","PUCCHO","79.95","164"
"IN0881716","MEIJI","347.76","460"
"IN0061112","PUCCHO","156.0","320"
"IN0152100","PUCCHO","123.83","254"
"IN0806336","POCKY","17.01","409"
"IN0994061","PUCCHO","67.27","138"
"IN0754488","MEIJI","239.65","317"
"IN0770487","MEIJI","80.14","106"
"IN0926249","MEIJI","323.57","428"
"IN0526480","PUCCHO","72.15","148"
"IN0786789","MEIJI","359.86","476"
"IN0795053","PUCCHO","148.69","305"
"IN0211717","PUCCHO","120.9","248"
"IN0855137","POCKY","4.83","116"
"IN0071294","POCKY","12.02","289"
"IN0586350","PUCCHO","26.81","55"
"IN0475709","POCKY","0.33","8"
"IN0843162","PUCCHO","36.07","74"
"IN0593278","MEIJI","7.56","10"
"IN0390592","PUCCHO","39.49","81"
"IN0982197","POCKY","20.18","485"
"IN0586350","MEIJI","40.82","54"
"IN0745836","POCKY","19.8","476"
"IN0665162","PUCCHO","226.2","464"
"IN0229989","POCKY","6.86","165"
"IN0789505","MEIJI","235.12","311"
"IN0758917","PUCCHO","144.3","296"
"IN0887051","POCKY","12.65","304"
"IN0475730","PUCCHO","169.16","347"
"IN0583197","MEIJI","12.85","17"
"IN0868036","PUCCHO","97.01","199"
"IN0392309","MEIJI","78.62","104"
"IN0795355","MEIJI","363.64","481"
"IN0870936","MEIJI","291.06","385"
"IN0835094","PUCCHO","150.64","309"
"IN0302682","POCKY","5.16","124"
"IN0784179","MEIJI","109.62","145"
"IN0115099","POCKY","13.89","334"
"IN0984871","PUCCHO","142.84","293"
"IN0664345","MEIJI","204.88","271"
"IN0106144","MEIJI","59.72","79"
"IN0995888","MEIJI","151.2","200"
"IN0444693","PUCCHO","138.94","285"
"IN0123434","POCKY","11.86","285"
"IN0625051","POCKY","5.87","141"
"IN0697674","MEIJI","312.98","414"
"IN0360356","MEIJI","117.18","155"
"IN0308646","PUCCHO","163.8","336"
"IN0787457","PUCCHO","185.25","380"
"IN0291000","MEIJI","366.66","485"
"IN0287147","MEIJI","103.57","137"
"IN0948030","PUCCHO","72.64","149"
"IN0064162","POCKY","14.89","358"
"IN0080010","MEIJI","67.28","89"
"IN0402590","MEIJI","362.12","479"
"IN0487219","PUCCHO","61.42","126"
"IN0473067","POCKY","16.06","386"
"IN0433769","PUCCHO","223.28","458"
"IN0221373","PUCCHO","45.82","94"
"IN0068711","POCKY","5.57","134"
"IN0193215","PUCCHO","122.36","251"
"IN0919888","MEIJI","232.85","308"
"IN0644643","PUCCHO","203.78","418"
"IN0509332","MEIJI","178.42","236"
"IN0998989","MEIJI","34.02","45"
"IN0640325","MEIJI","237.38","314"
"IN0174032","MEIJI","320.54","424"
"IN0562679","MEIJI","179.17","237"
"IN0628924","MEIJI","177.66","235"
"IN0699456","MEIJI","118.69","157"
"IN0858280","POCKY","17.51","421"
"IN0257943","POCKY","7.28","175"
"IN0916518","MEIJI","281.99","373"
"IN0984172","POCKY","3.0","72"
"IN0166713","PUCCHO","129.19","265"
"IN0985662","POCKY","4.78","115"
"IN0415240","PUCCHO","81.41","167"
"IN0116753","PUCCHO","101.4","208"
"IN0211361","MEIJI","374.98","496"
"IN0421274","PUCCHO","233.03","478"
"IN0511568","MEIJI","159.52","211"
"IN0061748","MEIJI","205.63","272"
"IN0999736","POCKY","15.56","374"
"IN0738973","MEIJI","286.52","379"
"IN0358212","POCKY","4.99","120"
"IN0903908","MEIJI","114.16","151"
"IN0106893","MEIJI","272.92","361"
"IN0729470","POCKY","8.15","196"
"IN0131391","POCKY","18.26","439"
"IN0420219","POCKY","8.53","205"
"IN0462249","MEIJI","108.11","143"
"IN0528936","MEIJI","281.99","373"
"IN0582794","POCKY","11.56","278"
"IN0113162","MEIJI","130.79","173"
"IN0326374","MEIJI","63.5","84"
"IN0364473","POCKY","10.73","258"
"IN0550769","MEIJI","374.98","496"
"IN0488801","PUCCHO","111.64","229"
"IN0440431","MEIJI","369.68","489"
"IN0965604","PUCCHO","125.29","257"
"IN0232235","POCKY","12.48","300"
"IN0097508","MEIJI","350.78","464"
"IN0431925","POCKY","6.36","153"
"IN0113358","PUCCHO","238.88","490"
"IN0204723","MEIJI","364.39","482"
"IN0977411","PUCCHO","73.12","150"
"IN0058653","PUCCHO","170.62","350"
"IN0232659","PUCCHO","75.56","155"
"IN0769520","POCKY","13.48","324"
"IN0470945","PUCCHO","33.64","69"
"IN0777039","MEIJI","272.16","360"
"IN0218780","MEIJI","232.85","308"
"IN0036299","PUCCHO","96.04","197"
"IN0827662","POCKY","18.97","456"
"IN0329062","PUCCHO","192.07","394"
"IN0174971","POCKY","14.77","355"
"IN0265071","MEIJI","271.4","359"
"IN0218329","MEIJI","97.52","129"
"IN0903520","PUCCHO","138.45","284"
"IN0792052","MEIJI","273.67","362"
"IN0943258","MEIJI","66.53","88"
"IN0576799","POCKY","3.29","79"
"IN0836366","MEIJI","161.03","213"
"IN0767963","PUCCHO","9.75","20"
"IN0980636","MEIJI","101.3","134"
"IN0158508","POCKY","18.39","442"
"IN0413625","PUCCHO","195.0","400"
"IN0768823","PUCCHO","120.9","248"
"IN0766633","MEIJI","85.43","113"
"IN0314952","POCKY","9.28","223"
"IN0358197","MEIJI","45.36","60"
"IN0894839","MEIJI","179.93","238"
"IN0913821","POCKY","15.97","384"
"IN0201823","MEIJI","198.83","263"
"IN0854524","MEIJI","337.93","447"
"IN0196450","POCKY","0.54","13"
"IN0888774","PUCCHO","171.6","352"
"IN0586129","MEIJI","253.26","335"
"IN0764958","POCKY","12.77","307"
"IN0935582","POCKY","3.29","79"
"IN0642742","PUCCHO","171.6","352"
"IN0080221","PUCCHO","151.61","311"
"IN0281533","MEIJI","85.43","113"
"IN0322284","POCKY","11.56","278"
"IN0361880","MEIJI","272.92","361"
"IN0304910","POCKY","16.39","394"
"IN0687864","PUCCHO","206.21","423"
"IN0216262","MEIJI","20.41","27"
"IN0201600","PUCCHO","127.72","262"
"IN0603065","PUCCHO","110.17","226"
"IN0885556","PUCCHO","184.76","379"
"IN0290855","PUCCHO","45.82","94"
"IN0663680","POCKY","16.6","399"
"IN0409074","MEIJI","151.96","201"
"IN0133040","POCKY","18.26","439"
"IN0951108","MEIJI","247.21","327"
"IN0680001","PUCCHO","160.88","330"
"IN0625684","MEIJI","6.8","9"
"IN0665035","PUCCHO","214.01","439"
"IN0721866","POCKY","5.12","123"
"IN0434970","POCKY","12.81","308"
"IN0448013","POCKY","6.91","166"
"IN0226366","PUCCHO","81.9","168"
"IN0517208","PUCCHO","57.04","117"
"IN0905296","MEIJI","341.71","452"
"IN0122365","POCKY","17.18","413"
"IN0099349","MEIJI","22.68","30"
"IN0109229","POCKY","15.6","375"
"IN0737002","PUCCHO","190.61","391"
"IN0775875","POCKY","10.07","242"
"IN0876318","PUCCHO","189.15","388"
"IN0608586","PUCCHO","168.67","346"
"IN0668408","MEIJI","0.76","1"
"IN0694008","POCKY","10.61","255"
"IN0586868","MEIJI","196.56","260"
"IN0633224","POCKY","17.1","411"
"IN0909726","PUCCHO","228.15","468"
"IN0334893","PUCCHO","93.6","192"
"IN0840789","MEIJI","342.47","453"
"IN0500920","PUCCHO","231.56","475"
"IN0439713","MEIJI","174.64","231"
"IN0819262","PUCCHO","168.67","346"
"IN0737681","POCKY","19.14","460"
"IN0982085","POCKY","0.33","8"
"IN0809924","PUCCHO","146.74","301"
"IN0174585","POCKY","12.69","305"
"IN0542259","MEIJI","216.22","286"
"IN0487219","MEIJI","305.42","404"
"IN0854697","POCKY","6.07","146"
"IN0676777","PUCCHO","71.17","146"
"IN0130638","PUCCHO","225.22","462"
"IN0983102","PUCCHO","108.71","223"
"IN0869160","MEIJI","195.8","259"
"IN0682728","MEIJI","106.6","141"
"IN0379082","POCKY","19.05","458"
"IN0670151","POCKY","0.62","15"
"IN0775875","PUCCHO","165.75","340"
"IN0318493","POCKY","17.31","416"
"IN0729280","POCKY","7.86","189"
"IN0217846","PUCCHO","199.39","409"
"IN0031201","MEIJI","19.66","26"
"IN0313375","PUCCHO","159.41","327"
"IN0772706","PUCCHO","172.57","354"
"IN0519664","PUCCHO","0.97","2"
"IN0364713","MEIJI","4.54","6"
"IN0428228","POCKY","19.72","474"
"IN0413625","POCKY","18.14","436"
"IN0251907","POCKY","3.08","74"
"IN0645895","POCKY","20.09","483"
"IN0321664","POCKY","14.6","351"
"IN0381437","MEIJI","80.89","107"
"IN0391268","PUCCHO","129.67","266"
"IN0874636","PUCCHO","61.91","127"
"IN0501273","PUCCHO","175.5","360"
"IN0901365","PUCCHO","236.44","485"
"IN0692722","PUCCHO","55.09","113"
"IN0431689","POCKY","13.89","334"
"IN0698789","POCKY","4.2","101"
"IN0929073","MEIJI","86.18","114"
"IN0206642","PUCCHO","187.2","384"
"IN0791195","PUCCHO","146.25","300"
"IN0786707","POCKY","19.22","462"
"IN0775428","MEIJI","334.15","442"
"IN0371308","PUCCHO","84.34","173"
"IN0337486","PUCCHO","167.21","343"
"IN0070358","PUCCHO","195.97","402"
"IN0798376","PUCCHO","93.11","191"
"IN0835277","POCKY","15.93","383"
"IN0812417","MEIJI","302.4","400"
"IN0463409","MEIJI","170.86","226"
"IN0665035","POCKY","7.2","173"
"IN0090401","MEIJI","16.63","22"
"IN0489619","PUCCHO","71.17","146"
"IN0968634","MEIJI","139.1","184"
"IN0349298","PUCCHO","170.14","349"
"IN0408921","POCKY","1.91","46"
"IN0765418","PUCCHO","185.25","380"
"IN0862483","PUCCHO","8.29","17"
"IN0897761","MEIJI","162.54","215"
"IN0280004","POCKY","15.23","366"
"IN0772803","MEIJI","167.83","222"
"IN0173887","POCKY","14.68","353"
"IN0889281","PUCCHO","172.57","354"
"IN0441123","MEIJI","303.16","401"
"IN0156606","PUCCHO","234.49","481"
"IN0347040","MEIJI","52.16","69"
"IN0553913","MEIJI","68.04","90"
"IN0771006","PUCCHO","24.86","51"
"IN0625883","PUCCHO","71.17","146"
"IN0360120","POCKY","0.54","13"
"IN0758220","PUCCHO","87.75","180"
"IN0272410","PUCCHO","80.92","166"
"IN0361250","MEIJI","335.66","444"
"IN0941915","MEIJI","266.87","353"
"IN0118733","PUCCHO","227.17","466"
"IN0575661","PUCCHO","164.78","338"
"IN0899151","PUCCHO","118.95","244"
"IN0302567","POCKY","19.84","477"
"IN0137894","PUCCHO","238.88","490"
"IN0536743","PUCCHO","210.11","431"
"IN0118518","PUCCHO","32.66","67"
"IN0106812","POCKY","18.39","442"
"IN0174971","PUCCHO","49.73","102"
"IN0035345","PUCCHO","74.59","153"
"IN0093030","POCKY","3.04","73"
"IN0698325","PUCCHO","83.36","171"
"IN0402701","MEIJI","169.34","224"
"IN0098636","PUCCHO","71.17","146"
"IN0624984","POCKY","13.31","320"
"IN0491386","PUCCHO","30.22","62"
"IN0224638","PUCCHO","53.62","110"
"IN0888135","POCKY","11.86","285"
"IN0833447","PUCCHO","32.66","67"
"IN0366516","PUCCHO","155.51","319"
"IN0893205","POCKY","5.78","139"
"IN0137051","POCKY","18.26","439"
"IN0952394","POCKY","10.65","256"
"IN0003810","POCKY","16.72","402"
"IN0716915","PUCCHO","169.16","347"
"IN0531723","MEIJI","100.55","133"
"IN0994832","PUCCHO","107.74","221"
"IN0325261","POCKY","19.88","478"
"IN0762084","MEIJI","299.38","396"
"IN0818343","PUCCHO","58.5","120"
"IN0687864","POCKY","14.1","339"
"IN0958458","PUCCHO","237.9","488"
"IN0461919","PUCCHO","221.32","454"
"IN0438826","MEIJI","252.5","334"
"IN0451982","POCKY","9.11","219"
"IN0835371","POCKY","13.52","325"
"IN0517046","PUCCHO","197.92","406"
"IN0407265","MEIJI","115.67","153"
"IN0013891","MEIJI","159.52","211"
"IN0590040","MEIJI","154.22","204"
"IN0152033","PUCCHO","238.39","489"
"IN0269751","MEIJI","31.0","41"
"IN0613220","PUCCHO","21.94","45"
"IN0772386","PUCCHO","38.02","78"
"IN0255087","PUCCHO","149.17","306"
"IN0060662","PUCCHO","42.9","88"
"IN0271421","MEIJI","230.58","305"
"IN0387557","POCKY","6.7","161"
"IN0278226","PUCCHO","184.28","378"
"IN0689569","PUCCHO","117.49","241"
"IN0456038","MEIJI","52.16","69"
"IN0039373","MEIJI","310.72","411"
"IN0808296","PUCCHO","175.5","360"
"IN0566346","MEIJI","282.74","374"
"IN0268154","MEIJI","369.68","489"
"IN0563471","MEIJI","378.76","501"
"IN0396637","POCKY","7.95","191"
"IN0847097","MEIJI","291.06","385"
"IN0108448","MEIJI","27.97","37"
"IN0419070","MEIJI","320.54","424"
"IN0671733","POCKY","18.14","436"
"IN0967031","POCKY","7.49","180"
"IN0809983","PUCCHO","202.8","416"
"IN0747203","MEIJI","303.16","401"
"IN0090662","MEIJI","52.92","70"
"IN0102101","MEIJI","201.1","266"
"IN0472809","POCKY","15.89","382"
"IN0141108","PUCCHO","143.32","294"
"IN0674620","POCKY","15.52","373"
"IN0114564","MEIJI","71.06","94"
"IN0019809","POCKY","2.79","67"
"IN0227242","POCKY","16.02","385"
"IN0680556","MEIJI","185.22","245"
"IN0026217","POCKY","2.5","60"
"IN0157176","MEIJI","179.93","238"
"IN0574414","MEIJI","111.13","147"
"IN0136924","PUCCHO","201.34","413"
"IN0237019","POCKY","17.64","424"
"IN0465884","MEIJI","187.49","248"
"IN0196147","MEIJI","378.0","500"
"IN0092101","PUCCHO","127.72","262"
"IN0520859","MEIJI","358.34","474"
"IN0297948","MEIJI","173.88","230"
"IN0021524","POCKY","5.2","125"
"IN0499300","MEIJI","100.55","133"
"IN0133646","PUCCHO","85.8","176"
"IN0403009","PUCCHO","123.83","254"
"IN0403688","MEIJI","322.06","426"
"IN0808296","MEIJI","192.78","255"
"IN0996460","POCKY","11.02","265"
"IN0398986","POCKY","12.94","311"
"IN0472126","MEIJI","106.6","141"
"IN0306032","MEIJI","49.9","66"
"IN0302771","POCKY","6.07","146"
"IN0347040","MEIJI","305.42","404"
"IN0005474","MEIJI","71.06","94"
"IN0488864","POCKY","18.64","448"
"IN0492697","POCKY","9.07","218"
"IN0695855","PUCCHO","156.0","320"
"IN0162250","MEIJI","145.91","193"
"IN0175891","PUCCHO","132.6","272"
"IN0757785","POCKY","19.26","463"
"IN0418559","MEIJI","232.85","308"
"IN0008853","POCKY","16.72","402"
"IN0198375","PUCCHO","1.95","4"
"IN0466177","MEIJI","40.82","54"
"IN0717927","PUCCHO","20.47","42"
"IN0910517","PUCCHO","11.7","24"
"IN0881829","POCKY","13.15","316"
"IN0701197","POCKY","19.84","477"
"IN0626213","PUCCHO","195.49","401"
"IN0897289","MEIJI","318.28","421"
"IN0983895","POCKY","2.7","65"
"IN0175331","PUCCHO","117.0","240"
"IN0487447","PUCCHO","51.67","106"
"IN0530236","POCKY","7.28","175"
"IN0854171","PUCCHO","29.74","61"
"IN0231386","MEIJI","67.28","89"
"IN0233558","POCKY","13.19","317"
"IN0151729","PUCCHO","139.91","287"
"IN0605724","POCKY","6.16","148"
"IN0033995","MEIJI","160.27","212"
"IN0112905","MEIJI","216.97","287"
"IN0798045","PUCCHO","233.51","479"
"IN0893285","POCKY","16.6","399"
"IN0541515","MEIJI","100.55","133"
"IN0748887","POCKY","17.39","418"
"IN0829452","MEIJI","183.71","243"
"IN0846881","MEIJI","127.01","168"
"IN0847980","PUCCHO","238.39","489"
"IN0036476","PUCCHO","93.6","192"
"IN0766725","POCKY","6.45","155"
"IN0133428","MEIJI","106.6","141"
"IN0207282","MEIJI","25.7","34"
"IN0255546","PUCCHO","41.92","86"
"IN0408921","MEIJI","303.16","401"
"IN0749366","PUCCHO","116.02","238"
"IN0164118","POCKY","15.93","383"
"IN0159272","POCKY","17.85","429"
"IN0752593","PUCCHO","33.64","69"
"IN0402348","POCKY","14.19","341"
"IN0161461","POCKY","10.9","262"
"IN0982894","PUCCHO","213.53","438"
"IN0333769","MEIJI","364.39","482"
"IN0861897","PUCCHO","173.55","356"
"IN0940336","PUCCHO","142.35","292"
"IN0391163","MEIJI","14.36","19"
"IN0560410","POCKY","15.35","369"
"IN0920923","PUCCHO","190.12","390"
"IN0377802","PUCCHO","198.41","407"
"IN0906922","PUCCHO","188.66","387"
"IN0027084","POCKY","7.86","189"
"IN0315155","PUCCHO","45.34","93"
"IN0369493","MEIJI","181.44","240"
"IN0633397","MEIJI","99.04","131"
"IN0308405","MEIJI","174.64","231"
"IN0345089","PUCCHO","56.06","115"
"IN0821868","PUCCHO","236.44","485"
"IN0535712","MEIJI","29.48","39"
"IN0024552","POCKY","13.35","321"
"IN0865362","POCKY","8.99","216"
"IN0284743","MEIJI","331.13","438"
"IN0991882","MEIJI","181.44","240"
"IN0477543","PUCCHO","220.84","453"
"IN0967627","MEIJI","253.26","335"
"IN0175975","MEIJI","210.17","278"
"IN0548113","PUCCHO","122.85","252"
"IN0055130","MEIJI","231.34","306"
"IN0771346","POCKY","9.73","234"
"IN0049988","POCKY","15.14","364"
"IN0370551","MEIJI","1.51","2"
"IN0339003","PUCCHO","29.25","60"
"IN0449845","MEIJI","300.13","397"
"IN0497008","POCKY","3.7","89"
"IN0769219","PUCCHO","114.56","235"
"IN0941426","PUCCHO","182.81","375"
"IN0602117","PUCCHO","153.56","315"
"IN0521797","POCKY","12.44","299"
"IN0671843","MEIJI","35.53","47"
"IN0293200","POCKY","11.77","283"
"IN0017606","PUCCHO","90.67","186"
"IN0102330","PUCCHO","20.47","42"
"IN0929312","MEIJI","362.12","479"
"IN0194838","POCKY","5.87","141"
"IN0795902","PUCCHO","80.44","165"
"IN0933724","POCKY","13.02","313"
"IN0146351","MEIJI","189.0","250"
"IN0061990","POCKY","19.93","479"
"IN0295108","MEIJI","137.59","182"
"IN0435427","PUCCHO","206.21","423"
"IN0508891","POCKY","4.7","113"
"IN0651268","POCKY","18.64","448"
"IN0490597","POCKY","18.05","434"
"IN0123434","MEIJI","354.56","469"
"IN0305358","MEIJI","135.32","179"
"IN0836386","PUCCHO","239.85","492"
"IN0522096","MEIJI","252.5","334"
"IN0487101","PUCCHO","115.05","236"
"IN0355250","PUCCHO","122.36","251"
"IN0137166","POCKY","12.44","299"
"IN0155124","PUCCHO","103.35","212"
"IN0662067","POCKY","8.9","214"
"IN0278295","POCKY","18.6","447"
"IN0596664","POCKY","6.49","156"
"IN0228588","POCKY","18.3","440"
"IN0661748","POCKY","15.31","368"
"IN0170862","MEIJI","54.43","72"
"IN0877363","MEIJI","339.44","449"
"IN0104310","PUCCHO","101.4","208"
"IN0682702","POCKY","19.47","468"
"IN0491987","POCKY","20.47","492"
"IN0370967","PUCCHO","196.95","404"
"IN0843516","PUCCHO","139.91","287"
"IN0469485","POCKY","7.82","188"
"IN0730182","PUCCHO","107.25","220"
"IN0980422","PUCCHO","226.69","465"
"IN0455880","PUCCHO","38.51","79"
"IN0736925","POCKY","5.28","127"
"IN0151464","MEIJI","40.82","54"
"IN0105239","PUCCHO","150.64","309"
"IN0877466","MEIJI","327.35","433"
"IN0153328","MEIJI","114.91","152"
"IN0246171","MEIJI","337.18","446"
"IN0960616","PUCCHO","31.69","65"
"IN0611998","POCKY","10.73","258"
"IN0406393","PUCCHO","222.79","457"
"IN0911248","MEIJI","112.64","149"
"IN0729091","PUCCHO","202.31","415"
"IN0968191","POCKY","3.49","84"
"IN0056114","MEIJI","337.93","447"
"IN0909972","MEIJI","306.94","406"
"IN0275206","MEIJI","97.52","129"
"IN0156606","PUCCHO","192.07","394"
"IN0465922","PUCCHO","55.57","114"
"IN0333135","PUCCHO","103.84","213"
"IN0302258","MEIJI","226.04","299"
"IN0232222","MEIJI","322.06","426"
"IN0345272","POCKY","12.19","293"
"IN0604771","MEIJI","252.5","334"
"IN0846505","PUCCHO","76.05","156"
"IN0771141","MEIJI","121.72","161"
"IN0521652","PUCCHO","53.14","109"
"IN0072631","PUCCHO","104.33","214"
"IN0650807","PUCCHO","133.09","273"
"IN0590040","PUCCHO","27.3","56"
"IN0877757","PUCCHO","33.64","69"
"IN0175099","MEIJI","250.99","332"
"IN0158663","MEIJI","142.13","188"
"IN0846354","PUCCHO","169.65","348"
"IN0128153","PUCCHO","3.41","7"
"IN0196198","MEIJI","288.79","382"
"IN0000359","POCKY","17.8","428"
"IN0697613","MEIJI","48.38","64"
"IN0014565","PUCCHO","11.7","24"
"IN0626837","POCKY","19.64","472"
"IN0304737","PUCCHO","206.7","424"
"IN0770987","POCKY","2.62","63"
"IN0604788","POCKY","4.58","110"
"IN0549398","PUCCHO","28.27","58"
"IN0073877","POCKY","8.61","207"
"IN0253829","MEIJI","188.24","249"
"IN0130300","POCKY","7.53","181"
"IN0918376","PUCCHO","21.45","44"
"IN0900680","POCKY","9.15","220"
"IN0596417","PUCCHO","200.36","411"
"IN0211361","PUCCHO","148.2","304"
"IN0340133","PUCCHO","57.04","117"
"IN0265947","POCKY","17.39","418"
"IN0656338","PUCCHO","33.15","68"
